UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO, POPULAÇÃO ESTIMADA 
SP,35,22802,Itaporanga,15149
SP,35,22901,Itapuí,13992
SP,35,23008,Itapura,4906
SP,35,23107,Itaquaquecetuba,370821
SP,35,23206,Itararé,50503
SP,35,23305,Itariri,17436
SP,35,23404,Itatiba,120858
SP,35,23503,Itatinga,20697
SP,35,23602,Itirapina,18157
SP,35,23701,Itirapuã,6499
SP,35,23800,Itobi,7841
SP,35,23909,Itu,173939
SP,35,24006,Itupeva,61252
SP,35,24105,Ituverava,41824
SP,35,24204,Jaborandi,6929
SP,35,24303,Jaboticabal,77263
SP,35,24402,Jacareí,233662
SP,35,24501,Jaci,7067
SP,35,24600,Jacupiranga,17866
SP,35,24709,Jaguariúna,57488
SP,35,24808,Jales,49107
SP,35,24907,Jambeiro,6602
SP,35,25003,Jandira,124937
SP,35,25102,Jardinópolis,44380
SP,35,25201,Jarinu,30044
SP,35,25300,Jaú,150252
SP,35,25409,Jeriquara,3159
SP,35,25508,Joanópolis,13220
SP,35,25607,João Ramalho,4523
SP,35,25706,José Bonifácio,37015
SP,35,25805,Júlio Mesquita,4776
SP,35,25854,Jumirim,3367
SP,35,25904,Jundiaí,418962
SP,35,26001,Junqueirópolis,20679
SP,35,26100,Juquiá,18812
SP,35,26209,Juquitiba,31444
SP,35,26308,Lagoinha,4896
SP,35,26407,Laranjal Paulista,28516
SP,35,26506,Lavínia,11980
SP,35,26605,Lavrinhas,7260
SP,35,26704,Leme,103391
SP,35,26803,Lençóis Paulista,68432
SP,35,26902,Limeira,306114
SP,35,27009,Lindóia,7980
SP,35,27108,Lins,78013
SP,35,27207,Lorena,88706
SP,35,27256,Lourdes,2289
SP,35,27306,Louveira,48885
SP,35,27405,Lucélia,21747
SP,35,27504,Lucianópolis,2394
SP,35,27603,Luís Antônio,14947
SP,35,27702,Luiziânia,5790
SP,35,27801,Lupércio,4584
SP,35,27900,Lutécia,2649
SP,35,28007,Macatuba,17163
SP,35,28106,Macaubal,8120
SP,35,28205,Macedônia,3698
SP,35,28304,Magda,3119
SP,35,28403,Mairinque,47150
SP,35,28502,Mairiporã,100179
SP,35,28601,Manduri,9846
SP,35,28700,Marabá Paulista,5853
SP,35,28809,Maracaí,14002
SP,35,28858,Marapoama,3031
SP,35,28908,Mariápolis,4084
SP,35,29005,Marília,238882
SP,35,29104,Marinópolis,2112
SP,35,29203,Martinópolis,26461
SP,35,29302,Matão,83170
SP,35,29401,Mauá,472912
SP,35,29500,Mendonça,5490
SP,35,29609,Meridiano,3836
SP,35,29658,Mesópolis,1908
SP,35,29708,Miguelópolis,22226
SP,35,29807,Mineiros do Tietê,12908
SP,35,29906,Miracatu,19779
SP,35,30003,Mira Estrela,3086
SP,35,30102,Mirandópolis,29564
SP,35,30201,Mirante do Paranapanema,18259
SP,35,30300,Mirassol,59824
SP,35,30409,Mirassolândia,4871
SP,35,30508,Mococa,68885
SP,35,30607,Mogi das Cruzes,445842
SP,35,30706,Mogi Guaçu,151888
SP,35,30805,Mogi Mirim,93189
SP,35,30904,Mombuca,3493
SP,35,31001,Monções,2259
SP,35,31100,Mongaguá,56702
SP,35,31209,Monte Alegre do Sul,8038
SP,35,31308,Monte Alto,50498
SP,35,31407,Monte Aprazível,25087
SP,35,31506,Monte Azul Paulista,19008
SP,35,31605,Monte Castelo,4166
SP,35,31704,Monteiro Lobato,4653
SP,35,31803,Monte Mor,59772
SP,35,31902,Morro Agudo,32968
SP,35,32009,Morungaba,13622
SP,35,32058,Motuca,4758
SP,35,32108,Murutinga do Sul,4486
SP,35,32157,Nantes,3141
SP,35,32207,Narandiba,4857
SP,35,32306,Natividade da Serra,6661
SP,35,32405,Nazaré Paulista,18524
SP,35,32504,Neves Paulista,8930
SP,35,32603,Nhandeara,11478
SP,35,32702,Nipoã,5213
SP,35,32801,Nova Aliança,6973
SP,35,32827,Nova Campina,9755
SP,35,32843,Nova Canaã Paulista,1881
SP,35,32868,Nova Castilho,1267
SP,35,32900,Nova Europa,11186
SP,35,33007,Nova Granada,21500
SP,35,33106,Nova Guataporanga,2316
SP,35,33205,Nova Independência,3969
SP,35,33254,Novais,5830
SP,35,33304,Nova Luzitânia,4101
SP,35,33403,Nova Odessa,60174
SP,35,33502,Novo Horizonte,41052
SP,35,33601,Nuporanga,7432
SP,35,33700,Ocauçu,4289
SP,35,33809,Óleo,2496
SP,35,33908,Olímpia,54772
SP,35,34005,Onda Verde,4381
SP,35,34104,Oriente,6515
SP,35,34203,Orindiúva,7066
SP,35,34302,Orlândia,44028
SP,35,34401,Osasco,698418
SP,35,34500,Oscar Bressane,2603
SP,35,34609,Osvaldo Cruz,32879
SP,35,34708,Ourinhos,113542
SP,35,34757,Ouroeste,10361
SP,35,34807,Ouro Verde,8562
SP,35,34906,Pacaembu,14197
SP,35,35002,Palestina,12957
SP,35,35101,Palmares Paulista,13275
SP,35,35200,Palmeira d'Oeste,9283
SP,35,35309,Palmital,22221
SP,35,35408,Panorama,15777
SP,35,35507,Paraguaçu Paulista,45703
SP,35,35606,Paraibuna,18222
SP,35,35705,Paraíso,6454
SP,35,35804,Paranapanema,20197
SP,35,35903,Paranapuã,4078
SP,35,36000,Parapuã,10964
SP,35,36109,Pardinho,6435
SP,35,36208,Pariquera-Açu,19648
SP,35,36257,Parisi,2161
SP,35,36307,Patrocínio Paulista,14670
SP,35,36406,Paulicéia,7366
SP,35,36505,Paulínia,109424
SP,35,36570,Paulistânia,1833
SP,35,36604,Paulo de Faria,8945
SP,35,36703,Pederneiras,46687
SP,35,36802,Pedra Bela,6093
SP,35,36901,Pedranópolis,2494
SP,35,37008,Pedregulho,16744
SP,35,37107,Pedreira,47919
SP,35,37156,Pedrinhas Paulista,3093
SP,35,37206,Pedro de Toledo,11331
SP,35,37305,Penápolis,63407
SP,35,37404,Pereira Barreto,25669
SP,35,37503,Pereiras,8668
SP,35,37602,Peruíbe,68284
SP,35,37701,Piacatu,5980
SP,35,37800,Piedade,55348
SP,35,37909,Pilar do Sul,29185
SP,35,38006,Pindamonhangaba,168328
SP,35,38105,Pindorama,17049
SP,35,38204,Pinhalzinho,15207
SP,35,38303,Piquerobi,3692
SP,35,38501,Piquete,13657
SP,35,38600,Piracaia,27303
SP,35,38709,Piracicaba,404142
SP,35,38808,Piraju,29806
SP,35,38907,Pirajuí,25492
SP,35,39004,Pirangi,11417
SP,35,39103,Pirapora do Bom Jesus,18895
SP,35,39202,Pirapozinho,27527
SP,35,39301,Pirassununga,76409
SP,35,39400,Piratininga,13636
SP,35,39509,Pitangueiras,39719
SP,35,39608,Planalto,5237
SP,35,39707,Platina,3550
SP,35,39806,Poá,117452
SP,35,39905,Poloni,6059
SP,35,40002,Pompéia,22014
SP,35,40101,Pongaí,3416
SP,35,40200,Pontal,49961
SP,35,40259,Pontalinda,4628
SP,35,40309,Pontes Gestal,2577
SP,35,40408,Populina,4169
SP,35,40507,Porangaba,9925
SP,35,40606,Porto Feliz,53098
SP,35,40705,Porto Ferreira,56150
SP,35,40754,Potim,24643
SP,35,40804,Potirendaba,17361
SP,35,40853,Pracinha,4093
SP,35,40903,Pradópolis,21496
SP,35,41000,Praia Grande,325073
SP,35,41059,Pratânia,5261
SP,35,41109,Presidente Alves,4094
SP,35,41208,Presidente Bernardes,13106
SP,35,41307,Presidente Epitácio,44200
SP,35,41406,Presidente Prudente,228743
SP,35,41505,Presidente Venceslau,39516
SP,35,41604,Promissão,40432
SP,35,41653,Quadra,3804
SP,35,41703,Quatá,14109
SP,35,41802,Queiroz,3406
SP,35,41901,Queluz,13420
SP,35,42008,Quintana,6638
SP,35,42107,Rafard,9076
SP,35,42206,Rancharia,29707
SP,35,42305,Redenção da Serra,3851
SP,35,42404,Regente Feijó,20261
SP,35,42503,Reginópolis,9621
SP,35,42602,Registro,56322
SP,35,42701,Restinga,7593
SP,35,42800,Ribeira,3340
SP,35,42909,Ribeirão Bonito,13219
SP,35,43006,Ribeirão Branco,16444
SP,35,43105,Ribeirão Corrente,4718
SP,35,43204,Ribeirão do Sul,4541
SP,35,43238,Ribeirão dos Índios,2225
SP,35,43253,Ribeirão Grande,7673
SP,35,43303,Ribeirão Pires,123393
SP,35,43402,Ribeirão Preto,703293
SP,35,43501,Riversul,5524
SP,35,43600,Rifaina,3629
SP,35,43709,Rincão,10799
SP,35,43808,Rinópolis,9981
SP,35,43907,Rio Claro,206424
SP,35,44004,Rio das Pedras,35228
SP,35,44103,Rio Grande da Serra,50846
SP,35,44202,Riolândia,12518
SP,35,44251,Rosana,16643
SP,35,44301,Roseira,10712
SP,35,44400,Rubiácea,3128
SP,35,44509,Rubinéia,3148
SP,35,44608,Sabino,5590
SP,35,44707,Sagres,2432
SP,35,44806,Sales,6331
SP,35,44905,Sales Oliveira,11890
SP,35,45001,Salesópolis,17139
SP,35,45100,Salmourão,5300
SP,35,45159,Saltinho,8286
SP,35,45209,Salto,118663
SP,35,45308,Salto de Pirapora,45422
SP,35,45407,Salto Grande,9331
SP,35,45506,Sandovalina,4302
SP,35,45605,Santa Adélia,15480
SP,35,45704,Santa Albertina,6008
SP,35,45803,Santa Bárbara d'Oeste,193475
SP,35,46009,Santa Branca,14788
SP,35,46108,Santa Clara d'Oeste,2115
SP,35,46207,Santa Cruz da Conceição,4503
SP,35,46256,Santa Cruz da Esperança,2139
SP,35,46306,Santa Cruz das Palmeiras,34361
SP,35,46405,Santa Cruz do Rio Pardo,47673
SP,35,46504,Santa Ernestina,5599
SP,35,46603,Santa Fé do Sul,32322
SP,35,46702,Santa Gertrudes,26898
SP,35,46801,Santa Isabel,57386
SP,35,46900,Santa Lúcia,8817
SP,35,47007,Santa Maria da Serra,6173
SP,35,47106,Santa Mercedes,2939
SP,35,47205,Santana da Ponte Pensa,1487
SP,35,47304,Santana de Parnaíba,139447
SP,35,47403,Santa Rita d'Oeste,2498
SP,35,47502,Santa Rita do Passa Quatro,27557
SP,35,47601,Santa Rosa de Viterbo,26540
SP,35,47650,Santa Salete,1545
SP,35,47700,Santo Anastácio,20878
SP,35,47809,Santo André,718773
SP,35,47908,Santo Antônio da Alegria,6929
SP,35,48005,Santo Antônio de Posse,23310
SP,35,48054,Santo Antônio do Aracanguá,8420
SP,35,48104,Santo Antônio do Jardim,5954
SP,35,48203,Santo Antônio do Pinhal,6811
SP,35,48302,Santo Expedito,3111
SP,35,48401,Santópolis do Aguapeí,4777
SP,35,48500,Santos,433311
SP,35,48609,São Bento do Sapucaí,10878
SP,35,48708,São Bernardo do Campo,838936
SP,35,48807,São Caetano do Sul,161127
SP,35,48906,São Carlos,251983
SP,35,49003,São Francisco,2821
SP,35,49102,São João da Boa Vista,91211
SP,35,49201,São João das Duas Pontes,2568
SP,35,49250,São João de Iracema,1922
SP,35,49300,São João do Pau d'Alho,2105
SP,35,49409,São Joaquim da Barra,51888
SP,35,49508,São José da Bela Vista,8928
SP,35,49607,São José do Barreiro,4147
SP,35,49706,São José do Rio Pardo,54946
SP,35,49805,São José do Rio Preto,460671
SP,35,49904,São José dos Campos,721944
SP,35,49953,São Lourenço da Serra,15825
SP,35,50001,São Luiz do Paraitinga,10687
SP,35,50100,São Manuel,40954
SP,35,50209,São Miguel Arcanjo,32931
SP,35,50308,São Paulo,12252023
SP,35,50407,São Pedro,35653
SP,35,50506,São Pedro do Turvo,7666
SP,35,50605,São Roque,91016
SP,35,50704,São Sebastião,88980
SP,35,50803,São Sebastião da Grama,12182
SP,35,50902,São Simão,15322
SP,35,51009,São Vicente,365798
SP,35,51108,Sarapuí,10285
SP,35,51207,Sarutaiá,3638
SP,35,51306,Sebastianópolis do Sul,3513
SP,35,51405,Serra Azul,14662
SP,35,51504,Serrana,45107
SP,35,51603,Serra Negra,29229
SP,35,51702,Sertãozinho,125815
SP,35,51801,Sete Barras,12832
SP,35,51900,Severínia,17496
SP,35,52007,Silveiras,6302
SP,35,52106,Socorro,41005
SP,35,52205,Sorocaba,679378
SP,35,52304,Sud Mennucci,7718
SP,35,52403,Sumaré,282441
SP,35,52502,Suzano,297637
SP,35,52551,Suzanápolis,3963
SP,35,52601,Tabapuã,12407
SP,35,52700,Tabatinga,16496
SP,35,52809,Taboão da Serra,289664
SP,35,52908,Taciba,6285
SP,35,53005,Taguaí,13859
SP,35,53104,Taiaçu,6295
SP,35,53203,Taiúva,5566
SP,35,53302,Tambaú,23207
SP,35,53401,Tanabi,25967
SP,35,53500,Tapiraí,7807
SP,35,53609,Tapiratiba,12960
SP,35,53658,Taquaral,2811
SP,35,53708,Taquaritinga,57177
SP,35,53807,Taquarituba,23218
SP,35,53856,Taquarivaí,5852
SP,35,53906,Tarabai,7468
SP,35,53955,Tarumã,15000
SP,35,54003,Tatuí,121766
SP,35,54102,Taubaté,314924
SP,35,54201,Tejupá,4532
SP,35,54300,Teodoro Sampaio,23148
SP,35,54409,Terra Roxa,9370
SP,35,54508,Tietê,42076
SP,35,54607,Timburi,2658
SP,35,54656,Torre de Pedra,2412
SP,35,54706,Torrinha,10010
SP,35,54755,Trabiju,1724
SP,35,54805,Tremembé,47185
SP,35,54904,Três Fronteiras,5807
SP,35,54953,Tuiuti,6894
SP,35,55000,Tupã,65524
SP,35,55109,Tupi Paulista,15495
SP,35,55208,Turiúba,2016
SP,35,55307,Turmalina,1727
SP,35,55356,Ubarana,6309
SP,35,55406,Ubatuba,90799
SP,35,55505,Ubirajara,4780
SP,35,55604,Uchoa,10110
SP,35,55703,União Paulista,1844
SP,35,55802,Urânia,9114
SP,35,55901,Uru,1165
SP,35,56008,Urupês,13809
SP,35,56107,Valentim Gentil,13326
SP,35,56206,Valinhos,129193
SP,35,56305,Valparaíso,26480
SP,35,56354,Vargem,10537
SP,35,56404,Vargem Grande do Sul,42845
SP,35,56453,Vargem Grande Paulista,52597
SP,35,56503,Várzea Paulista,121838
SP,35,56602,Vera Cruz,10843
SP,35,56701,Vinhedo,78728
SP,35,56800,Viradouro,18898
SP,35,56909,Vista Alegre do Alto,8810
SP,35,56958,Vitória Brasil,1840
SP,35,57006,Votorantim,122480
SP,35,57105,Votuporanga,94547
SP,35,57154,Zacarias,2718
SP,35,57204,Chavantes,12418
SP,35,57303,Estiva Gerbi,11304
PR,41,103,Abatiá,7457
PR,41,202,Adrianópolis,5919
PR,41,301,Agudos do Sul,9371
PR,41,400,Almirante Tamandaré,118623
PR,41,459,Altamira do Paraná,1942
PR,41,509,Altônia,22056
PR,41,608,Alto Paraná,14770
PR,41,707,Alto Piquiri,9836
PR,41,806,Alvorada do Sul,11406
PR,41,905,Amaporã,6257
PR,41,1002,Ampére,19152
PR,41,1051,Anahy,2801
PR,41,1101,Andirá,20031
PR,41,1150,Ângulo,2928
PR,41,1200,Antonina,18980
PR,41,1309,Antônio Olinto,7434
PR,41,1408,Apucarana,134996
PR,41,1507,Arapongas,123027
PR,41,1606,Arapoti,28115
PR,41,1655,Arapuã,3068
PR,41,1705,Araruna,13970
PR,41,1804,Araucária,143843
PR,41,1853,Ariranha do Ivaí,2108
PR,41,1903,Assaí,15119
PR,41,2000,Assis Chateaubriand,33362
PR,41,2109,Astorga,26111
PR,41,2208,Atalaia,3892
PR,41,2307,Balsa Nova,12941
PR,41,2406,Bandeirantes,31367
PR,41,2505,Barbosa Ferraz,11568
PR,41,2604,Barracão,10275
PR,41,2703,Barra do Jacaré,2781
PR,41,2752,Bela Vista da Caroba,3511
PR,41,2802,Bela Vista do Paraíso,15397
PR,41,2901,Bituruna,16389
PR,41,3008,Boa Esperança,4105
PR,41,3024,Boa Esperança do Iguaçu,2503
PR,41,3040,Boa Ventura de São Roque,6387
PR,41,3057,Boa Vista da Aparecida,7591
PR,41,3107,Bocaiúva do Sul,12944
PR,41,3156,Bom Jesus do Sul,3541
PR,41,3206,Bom Sucesso,7032
PR,41,3222,Bom Sucesso do Sul,3264
PR,41,3305,Borrazópolis,6592
PR,41,3354,Braganey,5427
PR,41,3370,Brasilândia do Sul,2651
PR,41,3404,Cafeara,2934
PR,41,3453,Cafelândia,18120
PR,41,3479,Cafezal do Sul,4044
PR,41,3503,Califórnia,8570
PR,41,3602,Cambará,25360
PR,41,3701,Cambé,106533
PR,41,3800,Cambira,7865
PR,41,3909,Campina da Lagoa,14202
PR,41,3958,Campina do Simão,3887
PR,41,4006,Campina Grande do Sul,43288
PR,41,4055,Campo Bonito,3833
PR,41,4105,Campo do Tenente,7971
PR,41,4204,Campo Largo,132002
PR,41,4253,Campo Magro,29318
PR,41,4303,Campo Mourão,94859
PR,41,4402,Cândido de Abreu,15018
PR,41,4428,Candói,15979
PR,41,4451,Cantagalo,13317
PR,41,4501,Capanema,19124
PR,41,4600,Capitão Leônidas Marques,15780
PR,41,4659,Carambeí,23415
PR,41,4709,Carlópolis,14320
PR,41,4808,Cascavel,328454
PR,41,4907,Castro,71484
PR,41,5003,Catanduvas,10189
PR,41,5102,Centenário do Sul,10827
PR,41,5201,Cerro Azul,17779
PR,41,5300,Céu Azul,11765
PR,41,5409,Chopinzinho,19254
PR,41,5508,Cianorte,82620
PR,41,5607,Cidade Gaúcha,12652
PR,41,5706,Clevelândia,16559
PR,41,5805,Colombo,243726
PR,41,5904,Colorado,24012
PR,41,6001,Congonhinhas,8818
PR,41,6100,Conselheiro Mairinck,3860
PR,41,6209,Contenda,18584
PR,41,6308,Corbélia,17071
PR,41,6407,Cornélio Procópio,47845
PR,41,6456,Coronel Domingos Soares,7497
PR,41,6506,Coronel Vivida,20734
PR,41,6555,Corumbataí do Sul,3219
PR,41,6571,Cruzeiro do Iguaçu,4252
PR,41,6605,Cruzeiro do Oeste,20932
PR,41,6704,Cruzeiro do Sul,4469
PR,41,6803,Cruz Machado,18708
PR,41,6852,Cruzmaltina,2950
PR,41,6902,Curitiba,1933105
PR,41,7009,Curiúva,15101
PR,41,7108,Diamante do Norte,5087
PR,41,7124,Diamante do Sul,3439
PR,41,7157,Diamante D'Oeste,5253
PR,41,7207,Dois Vizinhos,40641
PR,41,7256,Douradina,8747
PR,41,7306,Doutor Camargo,5979
PR,41,7405,Enéas Marques,5961
PR,41,7504,Engenheiro Beltrão,14000
PR,41,7520,Esperança Nova,1698
PR,41,7538,Entre Rios do Oeste,4539
PR,41,7546,Espigão Alto do Iguaçu,4117
PR,41,7553,Farol,3089
PR,41,7603,Faxinal,17251
PR,41,7652,Fazenda Rio Grande,100209
PR,41,7702,Fênix,4762
PR,41,7736,Fernandes Pinheiro,5646
PR,41,7751,Figueira,7770
PR,41,7801,Floraí,4929
PR,41,7850,Flor da Serra do Sul,4624
PR,41,7900,Floresta,6774
PR,41,8007,Florestópolis,10548
PR,41,8106,Flórida,2689
PR,41,8205,Formosa do Oeste,6578
PR,41,8304,Foz do Iguaçu,258532
PR,41,8320,Francisco Alves,6046
PR,41,8403,Francisco Beltrão,91093
PR,41,8452,Foz do Jordão,4650
PR,41,8502,General Carneiro,13710
PR,41,8551,Godoy Moreira,2946
PR,41,8601,Goioerê,28884
PR,41,8650,Goioxim,7111
PR,41,8700,Grandes Rios,5618
PR,41,8809,Guaíra,33119
PR,41,8908,Guairaçá,6581
PR,41,8957,Guamiranga,8739
PR,41,9005,Guapirama,3802
PR,41,9104,Guaporema,2243
PR,41,9203,Guaraci,5502
PR,41,9302,Guaraniaçu,12472
PR,41,9401,Guarapuava,181504
PR,41,9500,Guaraqueçaba,7636
PR,41,9609,Guaratuba,37067
PR,41,9658,Honório Serpa,5211
PR,41,9708,Ibaiti,31364
PR,41,9757,Ibema,6352
PR,41,9807,Ibiporã,54558
PR,41,9906,Icaraíma,7904
PR,41,10003,Iguaraçu,4404
PR,41,10052,Iguatu,2256
PR,41,10078,Imbaú,13111
PR,41,10102,Imbituva,32564
PR,41,10201,Inácio Martins,11125
PR,41,10300,Inajá,3109
PR,41,10409,Indianópolis,4457
PR,41,10508,Ipiranga,15172
PR,41,10607,Iporã,13926
PR,41,10656,Iracema do Oeste,2288
PR,41,10706,Irati,60727
PR,41,10805,Iretama,10169
PR,41,10904,Itaguajé,4466
PR,41,10953,Itaipulândia,11176
PR,41,11001,Itambaracá,6582
PR,41,11100,Itambé,6108
PR,41,11209,Itapejara d'Oeste,11964
PR,41,11258,Itaperuçu,28634
PR,41,11308,Itaúna do Sul,2865
PR,41,11407,Ivaí,13879
PR,41,11506,Ivaiporã,31984
PR,41,11555,Ivaté,8185
PR,41,11605,Ivatuba,3259
PR,41,11704,Jaboti,5274
PR,41,11803,Jacarezinho,39378
PR,41,11902,Jaguapitã,13620
PR,41,12009,Jaguariaíva,34857
PR,41,12108,Jandaia do Sul,21176
PR,41,12207,Janiópolis,5245
PR,41,12306,Japira,4994
PR,41,12405,Japurá,9425
PR,41,12504,Jardim Alegre,11328
PR,41,12603,Jardim Olinda,1331
PR,41,12702,Jataizinho,12588
PR,41,12751,Jesuítas,8412
PR,41,12801,Joaquim Távora,11908
PR,41,12900,Jundiaí do Sul,3292
PR,41,12959,Juranda,7340
PR,41,13007,Jussara,7013
PR,41,13106,Kaloré,4100
PR,41,13205,Lapa,48163
PR,41,13254,Laranjal,5852
PR,41,13304,Laranjeiras do Sul,32073
PR,41,13403,Leópolis,3954
PR,41,13429,Lidianópolis,3310
PR,41,13452,Lindoeste,4676
PR,41,13502,Loanda,23086
PR,41,13601,Lobato,4787
PR,41,13700,Londrina,569733
PR,41,13734,Luiziana,7262
PR,41,13759,Lunardelli,4794
PR,41,13809,Lupionópolis,4920
PR,41,13908,Mallet,13630
PR,41,14005,Mamborê,13132
PR,41,14104,Mandaguaçu,22819
PR,41,14203,Mandaguari,34400
PR,41,14302,Mandirituba,26869
PR,41,14351,Manfrinópolis,2571
PR,41,14401,Mangueirinha,16714
PR,41,14500,Manoel Ribas,13502
PR,41,14609,Marechal Cândido Rondon,52944
PR,41,14708,Maria Helena,5677
PR,41,14807,Marialva,35496
PR,41,14906,Marilândia do Sul,8836
PR,41,15002,Marilena,7076
PR,41,15101,Mariluz,10345
PR,41,15200,Maringá,423666
PR,41,15309,Mariópolis,6610
PR,41,15358,Maripá,5603
PR,41,15408,Marmeleiro,14367
PR,41,15457,Marquinho,4405
PR,41,15507,Marumbi,4679
PR,41,15606,Matelândia,17943
PR,41,15705,Matinhos,34720
PR,41,15739,Mato Rico,3272
PR,41,15754,Mauá da Serra,10601
PR,41,15804,Medianeira,46198
PR,41,15853,Mercedes,5536
PR,41,15903,Mirador,2213
PR,41,16000,Miraselva,1806
PR,41,16059,Missal,10702
PR,41,16109,Moreira Sales,12121
PR,41,16208,Morretes,16406
PR,41,16307,Munhoz de Melo,3984
PR,41,16406,Nossa Senhora das Graças,4008
PR,41,16505,Nova Aliança do Ivaí,1543
PR,41,16604,Nova América da Colina,3445
PR,41,16703,Nova Aurora,10472
PR,41,16802,Nova Cantu,5302
PR,41,16901,Nova Esperança,27904
PR,41,16950,Nova Esperança do Sudoeste,5046
PR,41,17008,Nova Fátima,8153
PR,41,17057,Nova Laranjeiras,11554
PR,41,17107,Nova Londrina,13213
PR,41,17206,Nova Olímpia,5806
PR,41,17214,Nova Santa Bárbara,4249
PR,41,17222,Nova Santa Rosa,8219
PR,41,17255,Nova Prata do Iguaçu,10548
PR,41,17271,Nova Tebas,5649
PR,41,17297,Novo Itacolomi,2844
PR,41,17305,Ortigueira,22141
PR,41,17404,Ourizona,3428
PR,41,17453,Ouro Verde do Oeste,5996
PR,41,17503,Paiçandu,41281
PR,41,17602,Palmas,50986
PR,41,17701,Palmeira,33877
PR,41,17800,Palmital,13172
PR,41,17909,Palotina,31846
PR,41,18006,Paraíso do Norte,13830
PR,41,18105,Paranacity,11472
PR,41,18204,Paranaguá,154936
PR,41,18303,Paranapoema,3203
PR,41,18402,Paranavaí,88374
PR,41,18451,Pato Bragado,5610
PR,41,18501,Pato Branco,82881
PR,41,18600,Paula Freitas,5873
PR,41,18709,Paulo Frontin,7354
PR,41,18808,Peabiru,13996
PR,41,18857,Perobal,6127
PR,41,18907,Pérola,11234
PR,41,19004,Pérola d'Oeste,6347
PR,41,19103,Piên,12746
PR,41,19152,Pinhais,132157
PR,41,19202,Pinhalão,6326
PR,41,19251,Pinhal de São Bento,2731
PR,41,19301,Pinhão,32391
PR,41,19400,Piraí do Sul,25463
PR,41,19509,Piraquara,113036
PR,41,19608,Pitanga,30310
PR,41,19657,Pitangueiras,3224
PR,41,19707,Planaltina do Paraná,4263
PR,41,19806,Planalto,13479
PR,41,19905,Ponta Grossa,351736
PR,41,19954,Pontal do Paraná,27284
PR,41,20002,Porecatu,12914
PR,41,20101,Porto Amazonas,4848
PR,41,20150,Porto Barreiro,3237
PR,41,20200,Porto Rico,2559
PR,41,20309,Porto Vitória,4065
PR,41,20333,Prado Ferreira,3753
PR,41,20358,Pranchita,5157
PR,41,20408,Presidente Castelo Branco,5306
PR,41,20507,Primeiro de Maio,11123
PR,41,20606,Prudentópolis,52241
PR,41,20655,Quarto Centenário,4512
PR,41,20705,Quatiguá,7449
PR,41,20804,Quatro Barras,23559
PR,41,20853,Quatro Pontes,4015
PR,41,20903,Quedas do Iguaçu,34103
PR,41,21000,Querência do Norte,12206
PR,41,21109,Quinta do Sol,4573
PR,41,21208,Quitandinha,19049
PR,41,21257,Ramilândia,4451
PR,41,21307,Rancho Alegre,3808
PR,41,21356,Rancho Alegre D'Oeste,2655
PR,41,21406,Realeza,16922
PR,41,21505,Rebouças,14899
PR,41,21604,Renascença,6802
PR,41,21703,Reserva,26715
PR,41,21752,Reserva do Iguaçu,8010
PR,41,21802,Ribeirão Claro,10668
PR,41,21901,Ribeirão do Pinhal,13029
PR,41,22008,Rio Azul,15236
PR,41,22107,Rio Bom,3203
PR,41,22156,Rio Bonito do Iguaçu,13269
PR,41,22172,Rio Branco do Ivaí,4096
PR,41,22206,Rio Branco do Sul,32397
PR,41,22305,Rio Negro,34170
PR,41,22404,Rolândia,66580
PR,41,22503,Roncador,9849
PR,41,22602,Rondon,9579
PR,41,22651,Rosário do Ivaí,4786
PR,41,22701,Sabáudia,6827
PR,41,22800,Salgado Filho,3580
PR,41,22909,Salto do Itararé,4935
PR,41,23006,Salto do Lontra,14785
PR,41,23105,Santa Amélia,3324
PR,41,23204,Santa Cecília do Pavão,3334
PR,41,23303,Santa Cruz de Monte Castelo,7800
PR,41,23402,Santa Fé,12037
PR,41,23501,Santa Helena,26490
PR,41,23600,Santa Inês,1596
PR,41,23709,Santa Isabel do Ivaí,8562
PR,41,23808,Santa Izabel do Oeste,14659
PR,41,23824,Santa Lúcia,3813
PR,41,23857,Santa Maria do Oeste,9615
PR,41,23907,Santa Mariana,11724
PR,41,23956,Santa Mônica,3981
PR,41,24004,Santana do Itararé,4992
PR,41,24020,Santa Tereza do Oeste,10139
PR,41,24053,Santa Terezinha de Itaipu,23465
PR,41,24103,Santo Antônio da Platina,45993
PR,41,24202,Santo Antônio do Caiuá,2641
PR,41,24301,Santo Antônio do Paraíso,2106
PR,41,24400,Santo Antônio do Sudoeste,20166
PR,41,24509,Santo Inácio,5438
PR,41,24608,São Carlos do Ivaí,6878
PR,41,24707,São Jerônimo da Serra,11170
PR,41,24806,São João,10241
PR,41,24905,São João do Caiuá,5855
PR,41,25001,São João do Ivaí,10219
PR,41,25100,São João do Triunfo,15120
PR,41,25209,São Jorge d'Oeste,9050
PR,41,25308,São Jorge do Ivaí,5551
PR,41,25357,São Jorge do Patrocínio,5641
PR,41,25407,São José da Boa Vista,6206
PR,41,25456,São José das Palmeiras,3654
PR,41,25506,São José dos Pinhais,323340
PR,41,25555,São Manoel do Paraná,2160
PR,41,25605,São Mateus do Sul,46261
PR,41,25704,São Miguel do Iguaçu,27452
PR,41,25753,São Pedro do Iguaçu,5897
PR,41,25803,São Pedro do Ivaí,10981
PR,41,25902,São Pedro do Paraná,2313
